Date,Close,High,Low,Open,Volume
23/02/2010,21.31084633,21.68696434,21.13030986,21.57412922,52266200
24/02/2010,21.53652191,21.65688102,21.34846286,21.4537769,43165900
25/02/2010,21.51395798,21.55156922,21.07766099,21.26572006,48735300
26/02/2010,21.56660843,21.70201115,21.44625077,21.55156336,40370600
01/03/2010,21.82990265,21.85246882,21.46130695,21.64184353,43805400
02/03/2010,21.40864182,22.04052035,21.24315037,21.8750289,93123900
03/03/2010,21.40864182,21.52147839,21.32589681,21.44625449,48442100
04/03/2010,21.53652191,21.55156698,21.26571785,21.4086417,42890600
05/03/2010,21.50642395,21.57412529,21.37854379,21.55908023,56001800
08/03/2010,21.53652191,21.76219363,21.43873184,21.4537769,39414500
09/03/2010,21.66439629,21.89759048,21.47633729,21.48385982,50271600
10/03/2010,21.79227829,21.89759231,21.6643981,21.7095333,44891400
11/03/2010,21.950243,21.95776553,21.70200522,21.7320939,35349700
12/03/2010,22.01795578,22.10070079,21.84494178,22.05556702,31700200
15/03/2010,22.03299141,22.09317023,21.82236483,21.950245,37512000
16/03/2010,22.09317398,22.18344151,21.96529379,22.13078521,36723500
17/03/2010,22.28874969,22.46928758,22.11573578,22.19095966,50385700
18/03/2010,22.27371216,22.35645716,22.19096573,22.28875579,43845200
19/03/2010,22.25867081,22.49186364,22.07813428,22.38655103,81332100
22/03/2010,22.26618767,22.34141156,22.10821735,22.19096377,37718200
23/03/2010,22.47681236,22.49185743,22.12326194,22.25866466,42026600
24/03/2010,22.30379868,22.45424646,22.26618745,22.35645497,33987700
25/03/2010,22.57460594,22.99585776,22.41663561,22.43920321,73168700
26/03/2010,22.31132317,22.71753136,22.25866687,22.63478493,55595500
29/03/2010,22.25867081,22.4316848,22.22858067,22.34893835,33336000
30/03/2010,22.39406586,22.46176721,22.19096179,22.28875184,34954800
31/03/2010,22.03299141,22.35645166,21.94272247,22.29627284,63760000
01/04/2010,21.93521309,22.22106372,21.52900618,22.07813841,74768100
05/04/2010,22.01795578,22.13831347,21.83741925,21.91264173,34331200
06/04/2010,22.05555916,22.25114069,21.79979881,21.92767898,47366800
07/04/2010,22.07813454,22.23610346,21.92016418,21.93520925,58318800
08/04/2010,22.50690651,22.55204028,22.04051945,22.05556452,63713800
09/04/2010,22.82283974,22.87549603,22.4918555,22.52946816,54752500
12/04/2010,22.80779457,22.93567474,22.72504815,22.75513828,37068800
13/04/2010,22.90559387,22.94320511,22.66487707,22.67992214,41374600
14/04/2010,23.183918,23.31932074,23.06356033,23.16135183,68941200
15/04/2010,23.22152328,23.2817021,23.10116422,23.18391063,52745400
16/04/2010,23.07108307,23.30427588,23.01842677,23.16135204,88703100
19/04/2010,23.34941483,23.50738376,23.13878815,23.14631069,64970300
20/04/2010,23.59012604,23.65030487,23.41711063,23.484812,52199500
21/04/2010,23.5675621,23.69544233,23.49233819,23.5675621,55343100
22/04/2010,23.61269188,23.71800591,23.24409634,23.34941038,84847600
23/04/2010,23.28923035,23.75561739,23.05603754,23.40958945,126766600
26/04/2010,23.40206718,23.52994739,23.21400815,23.31932075,63649300
27/04/2010,23.20648003,23.50737413,23.13125614,23.28170391,68730900
28/04/2010,23.25161743,23.31931879,23.03346971,23.25913996,64557900
29/04/2010,23.31932068,23.64278245,23.07108281,23.26666438,52665200
30/04/2010,22.97329521,23.37950203,22.95825014,23.3719795,63214800
03/05/2010,23.21401024,23.36445662,23.00338358,23.07108495,43989500
04/05/2010,22.66487694,22.98081621,22.3790278,22.95825004,82085600
05/05/2010,22.45425224,22.63478877,22.33389456,22.3940734,66833800
06/05/2010,21.79979897,22.47681108,20.99490667,22.25866339,128613000
07/05/2010,21.22057915,21.77723511,20.55108949,21.76219004,173718100
10/05/2010,21.76971245,22.17591918,21.59669706,21.82236874,86653300
11/05/2010,21.72457695,22.30379907,21.49138417,21.5741306,63789400
12/05/2010,22.14583397,22.25114658,21.7546708,21.79980457,47146800
13/05/2010,21.99538612,22.36398169,21.95025235,22.01043119,45188800
14/05/2010,21.76219559,21.97282083,21.54404638,21.96529973,63334000
17/05/2010,21.76971245,21.98786016,21.40111694,21.90511517,46053300
18/05/2010,21.61103821,21.9132902,21.45991149,21.81505884,52690600
19/05/2010,21.33900261,21.67903687,20.99896979,21.55057964,61746700
20/05/2010,20.48514557,21.03675555,20.43225166,20.89318533,87991100
21/05/2010,20.2811203,20.48514086,19.97886842,20.12243716,117596300
24/05/2010,19.85041618,20.29623835,19.8428597,20.28868187,73711700
25/05/2010,19.69928551,19.8957496,19.1779001,19.38192066,98373600
26/05/2010,18.89831734,20.10732632,18.55828307,19.82018595,176684100
27/05/2010,19.64638901,19.91841639,19.44236847,19.44236847,136433600
28/05/2010,19.49526787,19.73707086,19.38948005,19.52549378,67496900
01/06/2010,19.56327438,19.88063927,19.28369189,19.29124837,76152400
02/06/2010,19.99398422,20.00909718,19.44237425,19.69173228,65718800
03/06/2010,20.29623604,20.34912994,19.95620173,20.06198954,67837000
04/06/2010,19.48771095,20.07710181,19.35925371,19.721956,89832200
07/06/2010,19.10989571,19.51793542,19.07211332,19.51037894,80456200
08/06/2010,18.97388649,19.0872308,18.62629563,19.07967432,87355000
09/06/2010,18.73207855,19.28368841,18.70185264,19.05699842,87794000
10/06/2010,18.89075851,19.00410278,18.72452036,18.98898982,78930900
11/06/2010,19.38947678,19.4348142,18.71696615,18.92098672,68057700
14/06/2010,19.26857948,19.61616885,19.24591005,19.54060695,50972400
15/06/2010,20.08465767,20.13755157,19.44992796,19.45748444,81641500
16/06/2010,19.88819313,20.08465722,19.82018627,20.00153741,48698000
17/06/2010,19.9259758,20.15266436,19.67661781,20.06954455,47995500
18/06/2010,19.97887611,20.04688299,19.77485548,19.9259822,52075600
21/06/2010,19.60861206,20.31890369,19.56327319,20.23578532,54625300
22/06/2010,19.47259712,19.98642606,19.46504064,19.76729254,55985400
23/06/2010,19.12500954,19.48015683,19.05700267,19.48015683,61466200
24/06/2010,18.89075851,19.43481184,18.83786462,19.23834778,85243400
25/06/2010,18.53561211,18.97387763,18.36937251,18.92853877,156256700
28/06/2010,18.36937714,18.59606715,18.22580838,18.52050381,73784800
29/06/2010,17.61374474,18.28625679,17.46261952,18.23336145,119882100
30/06/2010,17.38705635,17.8933288,17.34171893,17.60618843,81050500
01/07/2010,17.50040245,17.62130322,17.1754811,17.44750855,92239400
02/07/2010,17.58352089,17.74220259,17.41728127,17.65152774,62485100
06/07/2010,17.9991188,18.20313939,17.81776765,17.90844395,73592000
07/07/2010,18.36182404,18.37693699,17.84043993,17.99912167,79965300
08/07/2010,18.44494629,18.60362949,18.11246836,18.58851653,50758100
09/07/2010,18.33914757,18.44493535,18.2484713,18.38448498,53806100
12/07/2010,18.76230812,18.80764555,18.45249968,18.46005616,49854200
13/07/2010,18.98899078,19.11744801,18.81519614,18.99654726,61928700
14/07/2010,19.22323227,19.35168946,18.98143084,19.26856968,72808100
15/07/2010,19.27613449,19.33658487,18.8756498,19.26857801,56934700
16/07/2010,18.80763817,19.37436091,18.80008169,19.2761296,65064800
19/07/2010,19.06455421,19.11744811,18.82275272,18.86053367,38181800
20/07/2010,19.25345993,19.25345993,18.66406921,18.78496995,45530700
21/07/2010,18.98143768,19.3819209,18.87564844,19.34413996,73297300
22/07/2010,19.52548027,19.63882449,19.24589652,19.27612242,73016400
23/07/2010,19.50281715,19.66150026,19.0796646,19.52548658,108520100
26/07/2010,19.72195435,19.79751768,19.49526435,19.54060322,67249900
27/07/2010,19.76729965,19.82775005,19.61617293,19.75218669,60672100
28/07/2010,19.60861206,19.78996321,19.51793577,19.69928691,69704800
29/07/2010,19.66906357,19.95620254,19.3441422,19.74462547,69446200
30/07/2010,19.50281715,19.52548658,19.15522792,19.45747974,83534800
02/08/2010,19.89574432,19.93352526,19.45747884,19.63882992,55044600
03/08/2010,19.76729965,19.91086989,19.62372941,19.79752557,56877700
04/08/2010,19.44236755,19.82773919,19.22323551,19.75973234,78531900
05/08/2010,19.17034531,19.32902701,19.04944311,19.26102015,64922100
06/08/2010,19.30636024,19.31391672,18.90587697,19.02677774,55982100
09/08/2010,19.35169601,19.44237086,19.17034488,19.30635715,57096500
10/08/2010,18.9436512,19.14767172,18.80008104,19.14011525,87257700
11/08/2010,18.78497124,18.8151957,18.55828126,18.64895754,76746900
12/08/2010,18.50539017,18.64896036,18.40715884,18.45249626,70240500
13/08/2010,18.43738937,18.64141002,18.31648857,18.39960841,45263500
16/08/2010,18.51294899,18.59606881,18.3618223,18.40716117,40909700
17/08/2010,18.77123451,18.96114988,18.68767273,18.77123451,52912600
18/08/2010,18.85479164,18.95354841,18.54333065,18.74843953,46818900
19/08/2010,18.56612015,18.79401793,18.39139697,18.7028594,54064600
20/08/2010,18.40659332,18.5357358,18.38380441,18.46736617,49560100
23/08/2010,18.44457817,18.71805527,18.41419102,18.56612387,51643000
24/08/2010,18.26226044,18.49775506,18.23187329,18.30024293,66522500
25/08/2010,18.30783844,18.39899699,18.13311668,18.23187202,47404800
26/08/2010,18.09513092,18.37620622,18.07234201,18.30023981,49105300
27/08/2010,18.17869759,18.24706723,17.85963974,18.14071365,60939400
30/08/2010,17.958395,18.09513429,17.9280093,18.03436143,45453100
31/08/2010,17.82925034,18.02676245,17.71530143,17.92800712,66074600
01/09/2010,18.15591049,18.19389444,17.88243332,17.98118869,65235900
02/09/2010,18.18629456,18.19389134,18.01157133,18.14071383,48837100
03/09/2010,18.45217896,18.57372468,18.3838093,18.41419501,64189100
07/09/2010,18.20147896,18.45976384,18.17109327,18.3078325,51928700
08/09/2010,18.17869759,18.38380651,18.03436151,18.28504972,65512400
09/09/2010,18.23946953,18.39140093,18.22427595,18.37620881,46028900
10/09/2010,18.11791992,18.25465917,18.07234066,18.21667524,58284300
13/09/2010,19.07509613,19.2118354,18.30024124,18.38380445,114680400
14/09/2010,19.01432228,19.25741366,18.90796872,19.02191907,87160400
15/09/2010,19.08269691,19.1586619,18.93076404,19.06750334,56201900
16/09/2010,19.24221992,19.27260707,19.02951425,19.03711103,44548300
17/09/2010,19.15865898,19.39415505,19.05230685,19.29539826,70341600
20/09/2010,19.3181839,19.38655352,19.07509255,19.20423501,49838700
21/09/2010,19.10548019,19.31058908,19.05230414,19.31058908,52675700
22/09/2010,18.69526482,18.9687419,18.50534949,18.90796905,94299400
23/09/2010,18.55853081,18.68007653,18.50535473,18.61930367,46201800
24/09/2010,18.8244133,18.83960543,18.67248041,18.7180597,51948800
27/09/2010,18.78642845,18.98394061,18.68007631,18.87758847,43603300
28/09/2010,18.74843597,18.91556089,18.49774787,18.83959449,56041200
29/09/2010,18.61170387,18.73324958,18.53573744,18.71045921,44318900
30/09/2010,18.60410309,18.86238802,18.50534777,18.69526307,61262700
01/10/2010,18.52053833,18.85478964,18.4597655,18.81680717,62672300
04/10/2010,18.16350365,18.2242765,18.0647483,18.20148614,98143400
05/10/2010,18.49775505,18.57372148,18.16350363,18.27745255,78152900
06/10/2010,18.55853081,18.64209404,18.33063149,18.47496758,50489700
07/10/2010,18.63449287,18.80161784,18.44457754,18.70286251,50096100
08/10/2010,18.66488075,18.72565361,18.51294934,18.70286469,41327800
11/10/2010,18.6800766,18.79402554,18.61170695,18.79402554,27587800
12/10/2010,18.86239052,18.93835694,18.55852628,18.72565125,50141500
13/10/2010,19.24981117,19.40174396,18.90796312,19.00671987,75336500
14/10/2010,19.16625214,19.24981533,18.9915304,19.21183285,51949100
15/10/2010,19.40175629,19.40935163,19.16626017,19.26501698,68954800
18/10/2010,19.61445427,19.71321105,19.3333804,19.43973252,48330500
19/10/2010,19.06749535,19.27260421,18.95354646,19.1966378,66150900
20/10/2010,19.2270298,19.29539944,19.0675016,19.18904731,56283600
21/10/2010,19.31058693,19.40174691,19.02951166,19.29539336,50032400
22/10/2010,19.28020287,19.40175,19.19664111,19.38655643,25837900
25/10/2010,19.13586426,19.25740992,19.12067069,19.17384673,50912400
26/10/2010,19.67523003,19.72840609,19.03711433,19.08269506,69304200
27/10/2010,19.78918076,19.83476149,19.46252754,19.59167005,64805500
28/10/2010,19.96390343,20.03986841,19.69042484,19.91072591,80730300
29/10/2010,20.26016426,20.66278522,20.11582823,20.62480129,114193200
01/11/2010,20.47287178,20.67797922,20.28295646,20.41969427,61912100
02/11/2010,20.80712891,20.82991927,20.52605495,20.55644066,54402100
03/11/2010,20.53364182,20.88308526,20.48046432,20.8602949,110255300
04/11/2010,20.61720085,20.83750326,20.51844555,20.82230969,93599300
05/11/2010,20.39690018,20.65518506,20.15380886,20.63999149,110953700
08/11/2010,20.36652565,21.93142948,20.19180384,20.26777029,71670800
09/11/2010,20.47287178,20.59441747,20.2905518,20.36651822,58538600
10/11/2010,20.46527863,20.57163076,20.36652183,20.51845469,52277300
11/11/2010,20.26776505,20.29815075,19.9639008,20.26776505,62073100
12/11/2010,19.95630836,20.14622374,19.82716585,20.1082398,64962200
15/11/2010,19.90312386,20.13102163,19.8803335,20.00187917,51794600
16/11/2010,19.72733116,19.90312794,19.60503864,19.90312794,65339200
17/11/2010,19.54388809,19.80376001,19.52860117,19.79611655,58299700
18/11/2010,19.75025177,19.93369046,19.57445654,19.65088823,59514000
19/11/2010,19.63560677,19.74261233,19.56681706,19.71968194,52423200
22/11/2010,19.66618538,19.67382884,19.44453072,19.60503912,53350500
23/11/2010,19.19994354,19.56682108,19.17701315,19.54389069,69742500
24/11/2010,19.39102554,19.45981381,19.23051571,19.26108957,56825900
26/11/2010,19.29930687,19.42159939,19.23816061,19.26873301,21356500
29/11/2010,19.34516335,19.42923999,19.05471902,19.2534447,56603600
30/11/2010,19.30694962,19.467458,19.10822391,19.14643978,75282100
01/12/2010,19.90312195,20.06363029,19.53624303,19.54388649,74123500
02/12/2010,20.55280113,20.62159084,20.02541531,20.0559877,91759200
03/12/2010,20.65216637,20.68273876,20.46872761,20.49165655,52622000
06/12/2010,20.51458549,20.62159106,20.45343925,20.5833752,36264200
07/12/2010,20.53751945,20.7362437,20.52223253,20.69802783,57860500
08/12/2010,20.81267738,20.82032085,20.48401569,20.50694609,41666800
09/12/2010,20.69803047,20.8967562,20.64452767,20.85089686,47148300
10/12/2010,20.8967495,20.94260882,20.72095422,20.78210047,37625800
13/12/2010,20.82796478,20.98083116,20.76681852,20.84325171,47943900
14/12/2010,21.11076164,21.21012374,20.83560281,20.87381867,64070500
15/12/2010,21.28656006,21.39356564,21.04197504,21.04197504,69634200
16/12/2010,21.39356613,21.39356613,21.14133765,21.21777083,57680200
17/12/2010,21.32478142,21.47000435,21.21013235,21.34006835,87456500
20/12/2010,21.25598526,21.39356469,21.15662315,21.36299229,52811000
21/12/2010,21.45471001,21.50821279,21.21776848,21.28655819,38153000
22/12/2010,21.54642868,21.70693702,21.38591888,21.40884927,42252300
23/12/2010,21.63050842,21.64579535,21.37063647,21.37827993,24902500
27/12/2010,21.45471001,21.55407357,21.30948712,21.49292732,21652800
28/12/2010,21.40885353,21.53114604,21.37063621,21.37827967,23042200
29/12/2010,21.37828255,21.49293307,21.30949282,21.35535361,19502500
30/12/2010,21.28656006,21.4012091,21.23305727,21.34006285,20786100
31/12/2010,21.33242607,21.34006954,21.11841339,21.2483494,24752000
03/01/2011,21.38592339,21.53878976,21.34006406,21.43942618,53443800
04/01/2011,21.46999168,21.53113792,21.28655298,21.35534268,54405600
05/01/2011,21.40120888,21.40885234,21.22541358,21.3247757,58998700
06/01/2011,22.02796555,22.05089594,21.29421027,21.43178975,88026300
07/01/2011,21.85980797,21.96681355,21.59229255,21.89038037,73762000
10/01/2011,21.56936073,21.70694017,21.43178276,21.59993459,57573600
11/01/2011,21.4852829,21.59228846,21.43942212,21.55407261,50298900
12/01/2011,21.82158661,21.85216046,21.45470914,21.49292645,52631100
13/01/2011,21.54642868,21.69929356,21.40884927,21.65343424,67077600
14/01/2011,21.63050842,21.69165468,21.3324206,21.46235658,62688400
18/01/2011,21.90566444,21.96681069,21.5082131,21.52350002,53322700
19/01/2011,21.76044655,21.9209564,21.60758162,21.75280308,50005900
20/01/2011,21.66872215,21.82158704,21.50056888,21.78337118,58613600
21/01/2011,21.41649818,21.72987295,21.41649818,21.70694255,58080300
24/01/2011,21.69165802,21.82923748,21.39357015,21.41650055,52047800
25/01/2011,21.74515724,21.74515724,21.49292877,21.50821424,42436600
26/01/2011,21.99738884,22.15789723,21.7833762,21.79101966,74628800
27/01/2011,22.06618309,22.51713595,21.7757372,21.97446295,146938600
28/01/2011,21.21012688,22.11203521,20.98082879,22.08910482,141249400
31/01/2011,21.19484329,21.32477928,20.95790171,21.22541715,65029000
01/02/2011,21.39356613,21.44706892,21.10312179,21.24834323,62810700
02/02/2011,21.3553524,21.48528839,21.30949161,21.34770894,45824000
03/02/2011,21.13369179,21.37827678,21.04961661,21.37827678,60340100
04/02/2011,21.22542191,21.27892472,21.02669614,21.1719191,40412200
07/02/2011,21.55407715,21.66108274,21.24070239,21.2483444,68980900
08/02/2011,21.61522102,21.66108035,21.43942428,21.47764159,34904200
09/02/2011,21.37828255,21.59993867,21.33242321,21.54643587,52905100
10/02/2011,21.01904106,21.35534613,20.85853272,21.34770266,76672400
11/02/2011,20.82796478,21.2559886,20.69038533,21.21777274,83939700
14/02/2011,20.81267738,20.84325124,20.59866621,20.79739045,56766200
15/02/2011,20.72810745,21.01258139,20.72042028,20.7896166,44116500
16/02/2011,20.77423286,20.8126746,20.45131727,20.79729732,70817900
17/02/2011,20.92031479,21.04333159,20.6896614,20.73579179,57207300
18/02/2011,20.80499458,20.92032131,20.75117554,20.85881363,68667800
22/02/2011,20.44363022,20.83574214,20.38981119,20.58971148,60889000
23/02/2011,20.44363022,20.65121914,20.32061489,20.39749984,60234100
24/02/2011,20.58202744,20.80499223,20.37443847,20.48207654,64494200
25/02/2011,20.41287422,20.720414,20.37443248,20.68965943,53006300
28/02/2011,20.4359436,20.65122119,20.38212457,20.5205172,51379900
01/03/2011,20.11302567,20.58971117,20.10533702,20.45131856,60055000
02/03/2011,20.05151367,20.27447983,20.02076058,20.07457959,48658200
03/03/2011,20.14377785,20.29754626,20.12840057,20.18990822,68271500
04/03/2011,19.95156097,20.17452563,19.83623286,20.15914835,70437200
07/03/2011,19.77473259,20.19759907,19.64402862,20.08995956,64980400
08/03/2011,19.92081451,20.00538811,19.72091423,19.81317646,50549800
09/03/2011,19.90544128,19.97463761,19.72860689,19.8439336,39789100
10/03/2011,19.53639793,19.7670514,19.49026753,19.69785653,66549500
11/03/2011,19.74398422,19.87468822,19.4979535,19.53639525,49905800
14/03/2011,19.75167656,19.80549561,19.49026851,19.5979066,54473400
15/03/2011,19.52101135,19.58251901,19.2211617,19.28266936,76067300
16/03/2011,19.05970383,19.4364384,18.97513025,19.39030656,100725400
17/03/2011,19.05202293,19.39031445,19.028957,19.26729908,62497000
18/03/2011,19.06738853,19.35955096,19.06738853,19.26728876,85486700
21/03/2011,19.47488594,19.66709761,19.33649331,19.35955923,46878100
22/03/2011,19.45181656,19.57483189,19.39799754,19.45181656,30895600
23/03/2011,19.63633919,19.6901582,19.35955399,19.39799573,43969000
24/03/2011,19.84392929,19.89006114,19.60558727,19.68247222,38696700
25/03/2011,19.69784737,19.95156664,19.67478144,19.93618936,57029800
28/03/2011,19.53639793,19.77474004,19.513332,19.72860964,48973200
29/03/2011,19.59789467,19.62096059,19.45181344,19.482568,40763500
30/03/2011,19.69016075,19.77473288,19.60558716,19.68247211,41999300
31/03/2011,19.52101135,19.74397753,19.48256962,19.68246987,63233700
01/04/2011,19.59021568,19.6286589,19.45951167,19.6286589,63114200
04/04/2011,19.64403152,19.72860513,19.53639346,19.56714803,35433700
05/04/2011,19.82086563,20.12840397,19.79011106,19.85161873,73651100
06/04/2011,20.10534096,20.22835631,19.88237618,19.97463696,65581400
07/04/2011,20.14377785,20.18990822,19.96694205,20.13608921,46134700
08/04/2011,20.04383469,20.20529327,19.95926107,20.12071966,39887600
11/04/2011,19.97463226,20.18222118,19.83623965,20.1360908,34286300
12/04/2011,19.71323013,19.87468871,19.64403381,19.85931143,36920400
13/04/2011,19.70553589,19.89006035,19.65171687,19.72091317,38144700
14/04/2011,19.54407501,19.55945229,19.29035577,19.54407501,55239900
15/04/2011,19.50564384,19.65172368,19.35956254,19.57483871,65080400
18/04/2011,19.28267288,19.43644279,19.00588763,19.29805017,58045100
19/04/2011,19.33649254,19.35186982,19.12121642,19.22116584,38892400
20/04/2011,19.80549049,19.99001352,19.61327883,19.63634475,61608600
21/04/2011,19.62096596,19.90543838,19.49795062,19.8285549,46892300
25/04/2011,19.69016075,19.69784939,19.48257183,19.65171754,33525100
26/04/2011,20.13608932,20.32830094,19.73628881,19.79010783,69200000
27/04/2011,20.28217506,20.28986371,20.08996339,20.22066739,52689000
28/04/2011,20.53589249,20.65890929,20.29755045,20.34368083,80200000
29/04/2011,19.92850494,20.482074,19.49795124,20.41287768,319317900
02/05/2011,19.72860336,19.99001132,19.59021074,19.94388094,89825600
03/05/2011,19.84392929,19.87468386,19.59789863,19.68247222,71892900
04/05/2011,20.03614235,20.18222362,19.82855488,19.87468526,73292300
05/05/2011,19.82855034,20.05151504,19.74397676,20.02844912,55600000
06/05/2011,19.89006233,20.15915747,19.79780009,20.04383077,55993000
09/05/2011,19.85931015,19.95925958,19.7362948,19.83624422,38696400
10/05/2011,19.7362957,19.87468835,19.41338001,19.51332944,120798700
11/05/2011,19.49795341,19.72860685,19.38262523,19.7209182,78600000
12/05/2011,19.46719551,19.52101454,19.29804979,19.49026144,77400000
13/05/2011,19.24423027,19.46719501,19.1827226,19.43644191,66812300
16/05/2011,18.89055443,19.2749776,18.83673542,19.19040403,91350900
17/05/2011,18.97568703,19.11498676,18.78221551,18.88282005,82882100
18/05/2011,19.10725784,19.14595158,18.76674737,18.98343612,53931100
19/05/2011,19.13046265,19.2542843,18.96020825,19.23106866,37783600
20/05/2011,18.95247459,19.2465522,18.91378087,19.13046808,45451500
23/05/2011,18.70483017,18.76674101,18.59648657,18.73578485,52692500
24/05/2011,18.68935013,18.79769519,18.60422366,18.72804532,47691800
25/05/2011,18.72031021,18.81317574,18.69709309,18.70483213,34904200
26/05/2011,19.09177589,19.37037545,18.82091538,18.8441325,78016600
27/05/2011,19.16142464,19.26976824,19.07629667,19.09951379,50251000
31/05/2011,19.35488892,19.39358263,19.11498467,19.31619373,60196300
01/06/2011,18.90603447,19.42453813,18.85960172,19.3394102,74033500
02/06/2011,18.74351883,19.07629005,18.71256416,18.95246841,51487800
03/06/2011,18.50361443,18.68160785,18.44944264,18.61195799,60697700
06/06/2011,18.58101082,18.76674336,18.39527828,18.48814381,54778700
07/06/2011,18.61970329,18.70483126,18.49588161,18.64292041,41112600
08/06/2011,18.5268364,18.58874723,18.46492556,18.49588024,42205000
09/06/2011,18.54231071,18.60422302,18.43396713,18.58100591,42878700
10/06/2011,18.34884071,18.58874649,18.33336411,18.58874649,49327200
13/06/2011,18.60421944,18.72030204,18.34109809,18.41074794,47572500
14/06/2011,18.74351883,18.92151374,18.72030319,18.80542965,42894500
15/06/2011,18.37205505,18.58100465,18.31788327,18.57326561,49410200
16/06/2011,18.57326698,18.65065589,18.30240654,18.37979545,57184100
17/06/2011,18.77448082,18.8054355,18.55779214,18.74352466,83320400
20/06/2011,18.93699455,19.08403334,18.69709025,18.70482929,54338400
21/06/2011,19.16142464,19.23881356,18.8828251,18.97569211,49708700
22/06/2011,19.07629204,19.2001137,19.02985929,19.03759832,44287300
23/06/2011,19.060812,19.07629007,18.72804225,18.91377472,59470400
24/06/2011,18.80543327,18.99116725,18.7203068,18.96795014,101387200
27/06/2011,19.50193977,19.70314896,18.75126895,18.75126895,92044200
28/06/2011,19.96625519,20.05912214,19.4709687,19.57931225,81032100
29/06/2011,19.82695961,19.89660799,19.62574908,19.89660799,66051000
30/06/2011,20.12103844,20.12103844,19.85791705,19.91982788,52535400
01/07/2011,20.13651466,20.25259727,19.99721494,20.0668648,52906200
05/07/2011,20.1442585,20.23712402,20.04365247,20.1984303,37805300
06/07/2011,20.37642288,20.40737904,20.09008435,20.09782339,48744200
07/07/2011,20.71693993,20.80206643,20.39964661,20.5002512,51946500
08/07/2011,20.83301163,20.87944437,20.51571848,20.53893559,58320700
11/07/2011,20.60858727,20.74014797,20.50024368,20.6008497,43999800
12/07/2011,20.53893471,20.7324062,20.38415692,20.54667227,47319300
13/07/2011,20.60858727,20.86396963,20.51572175,20.58537163,40861800
14/07/2011,20.48476601,20.90266524,20.39963953,20.60085011,46382300
15/07/2011,20.7246685,20.84075111,20.48476277,20.48476277,49132400
18/07/2011,20.57762909,20.81753334,20.32224677,20.60858376,44501900
19/07/2011,21.31282616,21.39021359,20.72467248,20.74788812,86730600
20/07/2011,20.94136429,21.16579204,20.87945344,21.11162023,49795400
21/07/2011,20.97232246,21.13483791,20.62407298,20.92588969,81737400
22/07/2011,21.30508614,21.32056274,20.64728262,20.78658236,76380600
25/07/2011,21.59916306,21.7384628,21.04196554,21.09613734,108482400
26/07/2011,21.73072243,21.78489422,21.49855718,21.52951186,74636500
27/07/2011,21.15031433,21.66107921,21.04970975,21.57595124,71488700
28/07/2011,21.45213127,21.72299182,21.05744902,21.11936135,83761400
29/07/2011,21.2044754,21.44437964,21.09613184,21.29734237,104394800
01/08/2011,21.10387993,21.42891224,20.7014587,21.28961246,61838400
02/08/2011,20.74015045,21.24317768,20.70919577,20.87945021,63883100
